,train_acc,test_acc,train_loss,test_loss
0,0.11342857142857143,0.13666666666666666,12.921236073045426,2.4421238011502204
1,0.12357142857142857,0.143,2.3129232103966144,2.2620539360858025
2,0.156,0.164,2.216931888501938,2.181614032451143
3,0.16642857142857143,0.189,2.1855501856433746,2.140444796136085
4,0.16185714285714287,0.17633333333333334,2.192077132664859,2.1408586628893587
5,0.171,0.13966666666666666,2.16942226505715,2.189858460679967
6,0.16714285714285715,0.17933333333333334,2.1652207434449564,2.12633542177525
7,0.17314285714285715,0.16966666666666666,2.1503166488316507,2.135830785365815
8,0.17442857142857143,0.176,2.144677278113692,2.152939777424995
9,0.17557142857142857,0.19733333333333333,2.136932046446082,2.1085695205850805
10,0.17257142857142857,0.182,2.125249960106802,2.1700137105393917
11,0.17885714285714285,0.19,2.1311056194784435,2.1018686281873826
12,0.18171428571428572,0.17766666666666667,2.1251115608433064,2.1158383729610035
13,0.18857142857142858,0.195,2.118381538891901,2.083693799820352
14,0.18357142857142858,0.188,2.1092922409919845,2.111900933245395
15,0.177,0.19633333333333333,2.112807541133062,2.1061774111808615
16,0.1802857142857143,0.18666666666666668,2.0988051287115437,2.0797861180406936
17,0.18228571428571427,0.17566666666666667,2.0963633022351895,2.1107280406546085
18,0.19542857142857142,0.191,2.0990686830320313,2.0850870799511037
19,0.18985714285714286,0.17833333333333334,2.09228292883259,2.1414722927073213
20,0.19228571428571428,0.21766666666666667,2.0852523998582746,2.065388860854697
21,0.18985714285714286,0.199,2.086513768592382,2.1168533741159643
22,0.19628571428571429,0.205,2.075457213676139,2.0527867687509413
23,0.19342857142857142,0.18,2.073499294720828,2.0947637050709824
24,0.19442857142857142,0.20533333333333334,2.0785615248222875,2.0660744486971105
25,0.19942857142857143,0.19733333333333333,2.079758250550048,2.0638211394878145
26,0.19642857142857142,0.195,2.075002330623261,2.126503423173377
27,0.2057142857142857,0.201,2.0676477592285365,2.0561064532462585
28,0.20971428571428571,0.21366666666666667,2.054687147815478,2.0651134468139487
29,0.22114285714285714,0.24066666666666667,2.025783447370137,1.9933226476324366
30,0.24814285714285714,0.256,1.9800202470936188,1.9605137046347274
